id,type,title,section_path,section_id,subsection_id,url,price,list_price,free,sofia_iniziativa_id,sofia_edizione_id,carta_docente,faq_count,block_count,text
course:lingua-spagnola-a1-principiante,course,Lingua spagnola A1 - Principiante,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-a1-principiante.html,50.0,70.0,False,58645,150611,True,,,"Lingua spagnola A1 - Principiante

URL: https://www.cfiscuola.it/lingua-spagnola-a1-principiante.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58645 / Edizione 150611

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi parte da zero.

Obiettivi:
Al termine del corso lo studente riuscirà a comprendere espressioni familiari di uso quotidiano e formule molto comuni per soddisfare bisogni di tipo concreto. Saprà presentare se stesso/a e altri e sarà in grado di porre domande su dati personali e rispondere a domande analoghe (il luogo dove abita, le persone che conosce, le cose che possiede). Sarà in grado di interagire in modo semplice purché l’interlocutore parli lentamente e chiaramente e sia disposto a collaborare ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è A1.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
course:lingua-spagnola-a2-elementare,course,Lingua spagnola A2 - Elementare,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-a2-elementare.html,50.0,70.0,False,58649,150609,True,,,"Lingua spagnola A2 - Elementare

URL: https://www.cfiscuola.it/lingua-spagnola-a2-elementare.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58649 / Edizione 150609

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha una preparazione linguistica pari a A1. Non è necessario aver conseguito alcuna certificazione.

Obiettivi:
Al termine del corso lo studente riuscirà a comprendere frasi isolate ed espressioni di uso frequente relative ad ambiti di immediata rilevanza (ad es. informazioni di base sulla persona e sulla famiglia, acquisti, geografia locale, lavoro). Riuscirà a comunicare in attività semplici e di routine che richiedono solo uno scambio di informazioni semplice e diretto su argomenti familiari e abituali. Riuscirà a descrivere in termini semplici aspetti del proprio vissuto e del proprio ambiente ed elementi che si riferiscono a bisogni immediati ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è A2.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
course:lingua-spagnola-b1-pre-intermedio-certificazione,course,Lingua spagnola B1+ (Pre-intermedio) + Certificazione,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-b1-pre-intermedio-certificazione.html,430.0,490.0,False,58655,150601,True,,,"Lingua spagnola B1+ (Pre-intermedio) + Certificazione

URL: https://www.cfiscuola.it/lingua-spagnola-b1-pre-intermedio-certificazione.html

Prezzo: 430.0 EUR (listino 490.0 EUR)

SOFIA: Iniziativa 58655 / Edizione 150601

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Simulazioni d'esame
- Certificazione linguistica
- Forum consulenza formatore
- Ripetizione esame al costo di 189€

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha già raggiunto il livello A2. Lo studente può verificare il livello grazie al TEST D'INGRESSO .

Chi Non Pu Partecipare:
tutti coloro i quali sono MADRELINGUA ispanofona.

Obiettivi:
Al termine del corso lo studente sarà in grado di comprendere i punti essenziali di messaggi chiari in lingua standard su argomenti familiari che affronta normalmente al lavoro, a scuola, nel tempo libero ecc. Si districherà in molte situazioni che si possono presentare viaggiando in una regione dove si parla la lingua in questione. Saprà produrre testi semplici e coerenti su argomenti che gli siano familiari o siano di suo interesse. Sarà in grado di descrivere esperienze e avvenimenti, sogni, speranze, ambizioni, di esporre brevemente ragioni e dare spiegazioni su opinioni e progetti ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ).
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso.
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.
GRAMMATICA : per le competenze grammaticali sono disponibili diverse dispense digitali che focalizzano i singoli aspetti richiesti.
SUPERAMENTO : al termine del corso è previsto un test finale che verifica l'apprendimento con esercitazioni simili a quelle trovate nel corso riguardanti l'intero contenuto suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
CERTIFICAZIONE : CELU, Ministerio de Educación de […]

Cosa Comprende:
Corso on-line + Simulazioni d’esame on-line e tramite video-conferenza con docente madrelingua e altro candidato di pari livello + Quota esame CELU + 1 tentativo d'esame con Certificazione finale CELU, Ministerio de Educación de la Nación Argentina .

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”."
course:lingua-spagnola-b1-pre-intermedio,course,Lingua spagnola B1 - Pre-intermedio,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-b1-pre-intermedio.html,50.0,70.0,False,58648,150608,True,,,"Lingua spagnola B1 - Pre-intermedio

URL: https://www.cfiscuola.it/lingua-spagnola-b1-pre-intermedio.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58648 / Edizione 150608

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha una preparazione linguistica pari a A2. Non è necessario aver conseguito alcuna certificazione.

Obiettivi:
Al termine del corso lo studente sarà in grado di comprendere i punti essenziali di messaggi chiari in lingua standard su argomenti familiari che affronta normalmente al lavoro, a scuola, nel tempo libero ecc. Si districherà in molte situazioni che si possono presentare viaggiando in una regione dove si parla la lingua in questione. Saprà produrre testi semplici e coerenti su argomenti che gli siano familiari o siano di suo interesse. Sarà in grado di descrivere esperienze e avvenimenti, sogni, speranze, ambizioni, di esporre brevemente ragioni e dare spiegazioni su opinioni e progetti ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è B1.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso.
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : durante il corso sono previsti test ed attività che verificano l'apprendimento. Per superare il corso è richiesto il superamento del 75%.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
course:lingua-spagnola-b2-post-intermedio-certificazione,course,Lingua spagnola B2 (Post-intermedio) + Certificazione,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-b2-post-intermedio-certificazione.html,440.0,550.0,False,58654,150603,True,,,"Lingua spagnola B2 (Post-intermedio) + Certificazione

URL: https://www.cfiscuola.it/lingua-spagnola-b2-post-intermedio-certificazione.html

Prezzo: 440.0 EUR (listino 550.0 EUR)

SOFIA: Iniziativa 58654 / Edizione 150603

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Simulazioni d'esame
- Certificazione linguistica
- Forum consulenza formatore
- Ripetizione esame al costo di 189€

Durata:
40 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha già raggiunto il livello B1. Lo studente può verificare il livello grazie al TEST D'INGRESSO .

Chi Non Pu Partecipare:
tutti coloro i quali sono MADRELINGUA ispanofona.

Obiettivi:
Al termine del corso lo studente sarà in grado di comprendere le idee fondamentali di testi complessi su argomenti sia concreti sia astratti, comprese le discussioni tecniche nel proprio settore di specializzazione. Sarà in grado di interagire con relativa scioltezza e spontaneità, tanto che l’interazione con un parlante nativo si svilupperà senza eccessiva fatica e tensione. Saprà produrre testi chiari e articolati su un’ampia gamma di argomenti e esprimere un’opinione su un argomento d’attualità, esponendo i pro e i contro delle diverse opzioni (Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello dei competenza di questo corso è B2.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.
GRAMMATICA : per le competenze grammaticali sono disponibili diverse dispense digitali che focalizzano i singoli aspetti richiesti.
SUPERAMENTO : al termine del corso è previsto un test finale che verifica l'apprendimento con esercitazioni simili a quelle trovate nel corso riguardanti l'intero contenuto suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro […]

Cosa Comprende:
Corso on-line + Simulazioni d’esame on-line e tramite video-conferenza con docente madrelingua e altro candidato di pari livello + Quota esame CELU + 1 tentativo d'esame con Certificazione finale CELU, Ministerio de Educación de la Nación Argentina .

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”."
course:lingua-spagnola-b2-post-intermedio,course,Lingua spagnola B2 - Post-intermedio,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-b2-post-intermedio.html,50.0,70.0,False,58646,150606,True,,,"Lingua spagnola B2 - Post-intermedio

URL: https://www.cfiscuola.it/lingua-spagnola-b2-post-intermedio.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58646 / Edizione 150606

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
40 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha una preparazione linguistica pari a B1. Non è necessario aver conseguito alcuna certificazione.

Obiettivi:
Al termine del corso lo studente sarà in grado di comprendere le idee fondamentali di testi complessi su argomenti sia concreti sia astratti, comprese le discussioni tecniche nel proprio settore di specializzazione. Sarà in grado di interagire con relativa scioltezza e spontaneità, tanto che l’interazione con un parlante nativo si svilupperà senza eccessiva fatica e tensione. Saprà produrre testi chiari e articolati su un’ampia gamma di argomenti e esprimere un’opinione su un argomento d’attualità, esponendo i pro e i contro delle diverse opzioni ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è B2.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 40 ore .
TRAILER DEL CORSO :"
course:lingua-spagnola-c1-avanzato-certificazione,course,Lingua spagnola C1 (Avanzato) + Certificazione,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-c1-avanzato-certificazione.html,450.0,570.0,False,58652,150604,True,,,"Lingua spagnola C1 (Avanzato) + Certificazione

URL: https://www.cfiscuola.it/lingua-spagnola-c1-avanzato-certificazione.html

Prezzo: 450.0 EUR (listino 570.0 EUR)

SOFIA: Iniziativa 58652 / Edizione 150604

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Simulazioni d'esame
- Certificazione linguistica
- Forum consulenza formatore
- Ripetizione esame al costo di 189€

Durata:
40 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha già raggiunto il livello B2. Lo studente può verificare il livello grazie al TEST D'INGRESSO .

Chi Non Pu Partecipare:
tutti coloro i quali sono MADRELINGUA ispanofona.

Obiettivi:
Al termine del corso lo studente è in grado di comprendere un’ampia gamma di testi complessi e piuttosto lunghi e ne sa ricavare anche il significato implicito. Si esprime in modo scorrevole e spontaneo, senza un eccessivo sforzo per cercare le parole. Usa la lingua in modo flessibile ed efficace per scopi sociali, accademici e professionali. Sa produrre testi chiari, ben strutturati e articolati su argomenti complessi, mostrando di saper controllare le strutture discorsive, i connettivi e i meccanismi di coesione ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è C1.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.
GRAMMATICA : per le competenze grammaticali sono disponibili diverse dispense digitali che focalizzano i singoli aspetti richiesti.
SUPERAMENTO : al termine del corso è previsto un test finale che verifica l'apprendimento con esercitazioni simili a quelle trovate nel corso riguardanti l'intero contenuto suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
CERTIFICAZIONE : CELU, […]

Cosa Comprende:
Corso on-line + Simulazioni d’esame on-line e tramite video-conferenza con docente madrelingua e altro candidato di pari livello + Quota esame CELU + 1 tentativo d'esame con Certificazione finale CELU, Ministerio de Educación de la Nación Argentina .

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”."
course:lingua-spagnola-c1,course,Lingua spagnola C1 - Avanzato,2. Catalogo Corsi — Lingue > 2.1 Spagnolo (9 corsi),,2.1,https://www.cfiscuola.it/lingua-spagnola-c1.html,50.0,70.0,False,58651,150605,True,,,"Lingua spagnola C1 - Avanzato

URL: https://www.cfiscuola.it/lingua-spagnola-c1.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58651 / Edizione 150605

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
40 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha una preparazione linguistica pari a B1. Non è necessario aver conseguito alcuna certificazione.

Obiettivi:
Al termine del corso lo studente è in grado di comprendere un’ampia gamma di testi complessi e piuttosto lunghi e ne sa ricavare anche il significato implicito. Si esprime in modo scorrevole e spontaneo, senza un eccessivo sforzo per cercare le parole. Usa la lingua in modo flessibile ed efficace per scopi sociali, accademici e professionali. Sa produrre testi chiari, ben strutturati e articolati su argomenti complessi, mostrando di saper controllare le strutture discorsive, i connettivi e i meccanismi di coesione ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ). Secondo i livelli stabiliti dal Consiglio d'Europa, il livello di competenza di questo corso è C1.
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Neira Faleiro Concepción.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 40 ore ."
course:604-lingua-francese-a1-principiante,course,Lingua francese A1 - Principiante,2. Catalogo Corsi — Lingue > 2.2 Francese (4 corsi),,2.2,https://www.cfiscuola.it/604-lingua-francese-a1-principiante.html,50.0,70.0,False,58639,150615,True,,,"Lingua francese A1 - Principiante

URL: https://www.cfiscuola.it/604-lingua-francese-a1-principiante.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58639 / Edizione 150615

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi parte da zero.

Obiettivi:
Al termine del corso lo studente riuscirà a comprendere espressioni familiari di uso quotidiano e formule molto comuni per soddisfare bisogni di tipo concreto. Saprà presentare se stesso/a e altri e sarà in grado di porre domande su dati personali e rispondere a domande analoghe (il luogo dove abita, le persone che conosce, le cose che possiede). Sarà in grado di interagire in modo semplice purché l’interlocutore parli lentamente e chiaramente e sia disposto a collaborare ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ).
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Tatiana Cescutti.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
course:605-lingua-francese-a2-elementare,course,Lingua francese A2 - Elementare,2. Catalogo Corsi — Lingue > 2.2 Francese (4 corsi),,2.2,https://www.cfiscuola.it/605-lingua-francese-a2-elementare.html,50.0,70.0,False,58640,150614,True,,,"Lingua francese A2 - Elementare

URL: https://www.cfiscuola.it/605-lingua-francese-a2-elementare.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58640 / Edizione 150614

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha una preparazione linguistica pari a A1. Non è necessario aver conseguito alcuna certificazione.

Obiettivi:
Al termine del corso lo studente riuscirà a comprendere frasi isolate ed espressioni di uso frequente relative ad ambiti di immediata rilevanza (ad es. informazioni di base sulla persona e sulla famiglia, acquisti, geografia locale, lavoro). Riuscirà a comunicare in attività semplici e di routine che richiedono solo uno scambio di informazioni semplice e diretto su argomenti familiari e abituali. Riuscirà a descrivere in termini semplici aspetti del proprio vissuto e del proprio ambiente ed elementi che si riferiscono a bisogni immediati ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ).
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso .
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Tatiana Cescutti.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
course:606-lingua-francese-b1-pre-intermedio,course,Lingua francese B1 - Pre-intermedio,2. Catalogo Corsi — Lingue > 2.2 Francese (4 corsi),,2.2,https://www.cfiscuola.it/606-lingua-francese-b1-pre-intermedio.html,50.0,70.0,False,58638,150613,True,,,"Lingua francese B1 - Pre-intermedio

URL: https://www.cfiscuola.it/606-lingua-francese-b1-pre-intermedio.html

Prezzo: 50.0 EUR (listino 70.0 EUR)

SOFIA: Iniziativa 58638 / Edizione 150613

Carta del Docente: sì (integrabile con carta di credito o bonifico se l'importo non basta)

Caratteristiche:
- Attivazione immediata
- Forum consulenza formatore
- Attestato di frequenza con profitto

Durata:
60 ore

A Chi E Rivolto:
questo corso si rivolge a chi ha già raggiunto il livello A2. Non è necessario presentare alcuna certificazione.

Obiettivi:
Al termine del corso lo studente sarà in grado di comprendere i punti essenziali di messaggi chiari in lingua standard su argomenti familiari che affronta normalmente al lavoro, a scuola, nel tempo libero ecc. Si districherà in molte situazioni che si possono presentare viaggiando in una regione dove si parla la lingua in questione. Saprà produrre testi semplici e coerenti su argomenti che gli siano familiari o siano di suo interesse. Sarà in grado di descrivere esperienze e avvenimenti, sogni, speranze, ambizioni, di esporre brevemente ragioni e dare spiegazioni su opinioni e progetti ( Consiglio d’Europa: Quadro di Riferimento Europeo delle Lingue ).
INDICE E CONTENUTI : Guarda l’indice completo degli argomenti e i contenuti del corso.
ESERCITAZIONI : ciascuna unit per ogni modulo prevede una serie di esercitazioni didattiche per focalizzare l’argomento trattato.

Cosa Non Comprende:
video-lezioni con il docente, attività in presenza o videoconferenza con il formatore o altre attività facoltative non specificate in “cosa comprende”.
SUPERAMENTO : sono previsti test intermedi e al termine del corso è previsto un test finale online che verifica l'apprendimento con domande a risposta singola e multipla riguardo l'intero contenuto del corso suddiviso per i moduli fruiti.
TIPOLOGIA DI EROGAZIONE : E-learning.
FRUIZIONE : corso disponibile per 180 giorni. Accessibilità in ogni momento, ovunque, da qualsiasi PC, smartphone e tablet ( Mobile friendly! ).
COORDINATORI DEL CORSO : Tatiana Cescutti.
FORMATORI : consulta qui i formatori di CFI per area e consulta il loro CV.
Al termine del corso viene rilasciato l’Attestato di frequenza con profitto da CFIScuola, in qualità di soggetto qualificato MIM per la formazione del personale scolastico con D.M. del 15/07/2014, pari a 60 ore .
TRAILER DEL CORSO :"
